id,section,number,type,knowledge_area,source_group,source_collection,source_name,source_question,question,options,correct_labels,answer_text,source_answer_labels,source_answer_text,verification_status,verification_note,reasoning,dmbok_evidence,dmbok_2017_pages,dmbok_revised_pages,dmbok_revised_section,simulator_eligible
dsp1-q026,Chapter 3,26,multiple-choice,Data Governance,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,26,What are the two perspectives on an organization's data?,A. Social and business perspectives | B. Business and technical perspectives | C. Internal and external perspectives | D. Technical and social perspectives | E. Social and technological perspectives,B,Business and technical perspectives,B,Business and technical perspectives,verified,,Data Governance must take into account the business and technical implications of Data Strategy,Data governance organizations work with other business and technical leadership to evaluate the implications of,87,81,DATA GOVERNANCE • 81,True
dsp1-q027,Chapter 7,27,multiple-choice,Data Security,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,27,Which international initiative established a capital standard for banking institutions?,A. Basel II | B. Basel IV | C. Basel I | D. Basel III | E. Basel,A,Basel II,A,Basel II,verified,,"The regulatory compliance requirement Basel II refers to the Principles for Effective Risk Data Aggregation and Risk Reporting. Since 2006, financial institutions doing business in European Union countries are required to report standard information providing liquidity","EU: The Basel II Accord, which imposes information controls for all financial institutions doing",247,237,2.2 Define Data Security Policy,True
dsp1-q028,Chapter 5,28,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,28,What is the definition of cardinality?,A. Qualitative description of the relationship of elements across datasets | B. Measurement specifications for elements in a dataset | C. Count of data tables in a system | D. Classifies variables within a dataset | E. Defines how many instances of one entity are related to instances of another entity,E,Defines how many instances of one entity are related to instances of another entity,E,Defines how many instances of one entity are related to instances of another entity,verified,,"In a relationship between two entities, cardinality captures how many instances of one entity participate in the relationship with how many of the other entity","In a relationship between two entities, cardinality captures how many of one entity (entity instances)",130,130,1.3.3.2.3 Relationship Cardinality,True
dsp1-q029,Chapter 1,29,multiple-choice,Data Management,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,29,Which of the following is NOT a part of the Strategic Alignment Model?,A. Business Strategy | B. Stakeholder Management | C. IT Strategy | D. Information Systems | E. Organization and Process,B,Stakeholder Management,B,Stakeholder Management,verified,,"Stakeholder Management is not a part of the Strategic Alignment Model. Data Strategy should include business strategy, IT strategy, Information Systems, Organization and Process in order to best use organizational information to achieve competitive advantage",The fully articulated Strategic Alignment Model is more complex than is illustrated in Figure 3. Each of the corner,34,36,3.1 Strategic Alignment Model,True
dsp1-q030,Chapter 10,30,multiple-choice,Reference and master data,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,30,Why would an organization choose to purchase Reference Data?,A. To summarize basic information about their enterprise data | B. To set up data compliance and governance processes | C. To enhance data quality and to facilitate analysis across the organization | D. To define how data will be captured and tracked | E. To document transactional data systems,C,To enhance data quality and to facilitate analysis across the organization,C,To enhance data quality and to facilitate analysis across the organization,verified,,An organization would choose to purchase Reference Data and make it available across the organization in order to ensure that its internal data is valid and consistent with external context,consistent and current across different functions and that the data is accessible to the organization.,353,338,1.3.2.5 Computational Reference Data,True
dsp1-q031,Chapter 1,31,multiple-choice,Data Management,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,31,Which of the following is at the core of the DAMA wheel?,A. Metadata | B. Data Governance | C. Goals and Principles | D. Data quality and Architecture | E. Data Management,B,Data Governance,B,Data Governance,verified,,Data Governance is at the center of Data Management activities given that Governance is required for consistency within and balance between other Data Management functions,"management activities, since governance is required for consistency within and balance between the functions. The",35,37,3.3 The DAMA-DMBOK Framework,True
dsp1-q032,Chapter 9,32,multiple-choice,Document and content management,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,32,A Business Continuity Plan should include which of the following?,A. Description of unplanned disruptions that may occur | B. Outline of how a business will continue operating during an unplanned disruption in service | C. Complete inventory of business rules | D. Explanation to external stakeholders of why performance expectations are not being met | E. Communication to customers during an unplanned disruption in service,B,Outline of how a business will continue operating during an unplanned disruption in service,B,Outline of how a business will continue operating during an unplanned disruption in service,verified,,"A Business Continuity Plan (or Disaster Recovery Plan) contains written policies, procedures, and information designed to mitigate the impact of threats to an organization’s data, including documents, and to recover them as quickly as possible, with minimum disruption, in the event of a disruption","data, including documents, and to recover them as quickly as possible, with minimum disruption, in the event of",327,310,to a data asset:,True
dsp1-q033,Chapter 3,33,multiple-choice,Data Governance,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,33,Which organization should be responsible for leading Data Governance?,A. Data Governance Office | B. Project Management Office | C. Data Quality Board | D. IT Leadership Team | E. Data Governance Council,E,Data Governance Council,E,Data Governance Council,verified,,"The Data Governance Council conducts the final review, revision, and adoption of Data Governance policies","Then, the Data Governance Council (or similar body) conducts the final review, revision, and",83,86,"2.7 Develop Goals, Principles, and Policies",True
dsp1-q034,Chapter 1,34,multiple-choice,Data Management,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,34,Which of the following statements is NOT true of DAMA's Environmental Factors Hexagon?,"A. It provides a key for reading the DMBOK context diagrams | B. It shows the relationship between people, processes, and technology | C. It elaborates on the relationship between knowledge areas | D. It puts goals and principles at the center | E. All of the statements are true",C,It elaborates on the relationship between knowledge areas,C,It elaborates on the relationship between knowledge areas,verified,,The Environmental Factors Hexagon does not provide additional information about the relationship between knowledge areas. The Aiken Pyramid highlights how the knowledge areas build upon each other,"The Environmental Factors hexagon shows the relationship between people, process, and technology and provides",35,38,Chapters 3 – 13 of the DMBOK2. (See Figure 5.),True
dsp1-q035,Chapter 5,35,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,35,What is the definition of a surrogate key?,"A. A unique alphanumeric sequence is attached to each record in a dataset | B. A key that links records in a dataset to other data tables | C. A set of data records that are independent of any other data | D. A unique identifier attached to each record, which may be used as a primary key | E. A document that identifies how data is linked to business rules",D,"A unique identifier attached to each record, which may be used as a primary key",D,"A unique identifier attached to each record, which may be used as a primary key",verified,,The surrogate key is often used as the primary key. It is typically an alphanumeric string that is incremented per each record and does not have any meaning beyond its usefulness as an identifier,still be used to find specific entity instances. Often the primary key is a surrogate key and the alternate keys are,134,133,1.3.3.3.2 Identifiers,True
dsp1-q036,Chapter 14,36,multiple-choice,Big data and data science,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,36,Which of the following is the correct definition of data mining?,"A. The process of collecting data elements to help organizations formally manage and gain better control over data assets | B. The process of finding correlated features in a dataset | C. The process of manipulating data using a computer | D. The process of describing the results of various operations in a data warehouse | E. The process of finding anomalies, patterns, and correlations within large datasets to predict outcomes",E,"The process of finding anomalies, patterns, and correlations within large datasets to predict outcomes",E,"The process of finding anomalies, patterns, and correlations within large datasets to predict outcomes",verified,,"Data mining is a key activity during the exploration phase as it facilitates rapid identification of studied data elements, identifies new relationships previously unknown, unclear, or unclassified, and provides structure for the classification of studied data elements","phase as it facilitates rapid identification of studied data elements, identifies new relationships previously",507,481,BIG DATA AND DATA SCIENCE • 481,True
dsp1-q037,Chapter 13,37,multiple-choice,Data quality,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,37,Which of the following is NOT a responsibility of the Data Quality Oversight Board?,A. Producing certifications and compliance records | B. Conducting feedback interviews with customers | C. Establishing communications and feedback mechanisms | D. Developing and maintaining Data Quality | E. Setting Data Quality improvement priorities,B,Conducting feedback interviews with customers,B,Conducting feedback interviews with customers,verified,,"The Data Quality Oversight Board is the program team responsible for engaging both business and technical data professionals to ensure data is fit for consumption for a variety of purposes. As part of their work, they are responsible for all of the listed functions except conducting feedback interviews with customers","As noted in the chapter introduction, improving data quality requires a Data Quality program team to engage",474,425,DATA QUALITY MANAGEMENT • 425,True
dsp1-q038,Chapter 8,38,multiple-choice,Data Integration and Interoperability,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,38,"Which of the following represents the number of connections in a point-to-point Data Integration system, where n represents the number of databases to be integrated?",A. (n - 1)! | B. (n (n - 1)) / 2 | C. (n - 1) / 2 | D. n / 2 | E. (n - 1)²,B,(n (n - 1)) / 2,B,(n (n - 1)) / 2,verified,,"In a data storage system connected using the point-to-point approach, the number of integrations will be the number of unique pairs that can be formed from n items: or “n choose 2”",• Managing interfaces: The number of interfaces needed in a point-to-point interaction model,280,267,1.3.5 Enterprise Message Format / Canonical Model,True
dsp1-q039,Chapter 5,39,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,39,What are relationship labels in database technology?,A. Verb phrases describing how to take action on the organization's mission statement | B. Verb phrases comparing business rules | C. Verb phrases linking business rules with technical specifications | D. Verb phrases describing business rules in each direction between two entities | E. Verb phrases describing relationships between data tables,D,Verb phrases describing business rules in each direction between two entities,D,Verb phrases describing business rules in each direction between two entities,verified,,The relationship labels in technology are associations between tables that are created using join statements to retrieve data. Metadata repositories must have an easily accessible way for people to view and navigate the contents of the repository,Metadata repositories must have an easily accessible way for people to view and navigate the contents of the,160,158,3.3 Data Profiling Tools,True
dsp1-q040,Chapter 13,40,multiple-choice,Data quality,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,40,What is the purpose of ISO 8000?,"A. Enable the exchange of complex information in an application-neutral form | B. Create, collect, store, maintain, transfer, process, and present metadata | C. Promote timely and cost-effective data integration | D. Report on potential data security risk | E. Ensure that data can only be used or read using a specific licensed software application",A,Enable the exchange of complex information in an application-neutral form,A,Enable the exchange of complex information in an application-neutral form,verified,,"ISO 8000 refers to the International Standard for Data Quality and covers planning, quality control, assurance, and improvement","ISO 8000, the international standard for data quality, is being developed to enable the exchange of complex data",461,465,8.1 Data Quality ISO Standard,True
dsp1-q042,Chapter 10,42,multiple-choice,Reference and master data,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,42,Which of the following statements describes Master & Reference Data?,A. Master Data provides the context for business activity data in the form of common and abstract concepts while Reference Data is used solely to relate data in a database to information beyond the boundaries of the organization | B. Master Data includes code and description tables while Reference Data includes customer identifiers | C. Master Data is a set of data that describes and gives information about other data while Reference Data records details about transactions | D. Master Data includes mappings and hierarchies while Reference Data includes internal and external objects involved in business transactions | E. Master Data is used solely to characterize other data in an organization while Reference Data is an aggregation of enterprise structure data and transaction structure data,A,Master Data provides the context for business activity data in the form of common and abstract concepts while Reference Data is used solely to relate data in a database to information beyond the boundaries of the organization,A,Master Data provides the context for business activity data in the form of common and abstract concepts while Reference Data is used solely to relate data in a database to information beyond the boundaries of the organization,verified,,"Master Data is the data that provides the context for business activity data in the form of common and abstract concepts that relate to the activity. Reference Data (e.g., code and description tables) is data that is used solely to characterize other data in an organization, or solely to relate data in a database to information beyond the boundaries of the organization","other data in an organization, or solely to relate data in a database to information beyond the",350,332,1.3 Essential Concepts,True
dsp1-q043,Chapter 13,43,multiple-choice,Data quality,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,43,Which is the most important Data Quality dimension?,A. Completeness | B. Consistency | C. Integrity | D. Timeliness | E. It is impossible to identify the most important Data Quality dimension,E,It is impossible to identify the most important Data Quality dimension,E,It is impossible to identify the most important Data Quality dimension,verified,,"There is no single, agreed-to set of Data Quality dimensions, but DMBOK proposes a set of dimensions that contain common ideas and aim to be objectively measurable","While there is not a single, agreed-to set of data quality dimensions, these formulations contain common ideas.",458,429,1.3.2 Data Quality Dimensions,True
dsp1-q044,Chapter 5,44,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,44,What is an alternate key?,A. A key in a relational database that is unique for each record and used as the primary identifier for that record | B. A sequentially generated unique number is attached with each record | C. A candidate key not selected to be the primary key | D. A key in a relational database that links records to other tables | E. Another term for a surrogate key,C,A candidate key not selected to be the primary key,C,A candidate key not selected to be the primary key,verified,,An alternate key is a candidate key that is not chosen as the primary key. An alternate key can still be used to find specific entity instances. Often the primary key is a surrogate key and the alternate keys are business keys,still be used to find specific entity instances. Often the primary key is a surrogate key and the alternate keys are,134,133,1.3.3.3.2 Identifiers,True
dsp1-q045,Chapter 4,45,multiple-choice,Data Architecture,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,45,Which process involves creating artifacts to describe the existing state of data across an organization?,A. Data Governance | B. Metadata Management | C. Master Data Management | D. Data Orchestration | E. Data Architecture,E,Data Architecture,E,Data Architecture,verified,,"An organization’s Data Architecture is described by an integrated collection of master design documents at different levels of abstraction, including standards that govern how data is collected, stored, arranged, used, and removed, as well as descriptions of all the containers and paths that data takes through an organization’s systems","abstraction, including standards that govern how data is collected, stored, arranged, used, and removed. It is also",98,100,the team that does the design work (the Architects or the Architecture team).,True
dsp1-q046,Chapter 6,46,multiple-choice,Data Storage and Operations,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,46,The Physical Data Model does NOT include which of the following?,A. Storage allocation details | B. Indexes | C. Indicator of Data Steward owner | D. Table structures | E. Primary and foreign keys,C,Indicator of Data Steward owner,C,Indicator of Data Steward owner,verified,,"A Data Steward owner is an accountability or governance attribute, not a physical database implementation component listed for a physical data model.","The physical data model includes storage objects, indexing objects, and encapsulated code objects, together with implementation details such as indexes, constraints, partitions, capacity estimates, and storage allocation details.",201,195,2.2.3.3 Create Storage Containers,True
dsp1-q048,Chapter 5,48,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,48,Which of the following is NOT a key?,A. Logical key | B. Surrogate key | C. Primary key | D. Alternate key | E. Foreign key,A,Logical key,A,Logical key,verified,,"An identifier (also called a key) is a set of one or more attributes that uniquely define an instance of an entity. Keys can be defined based on how they are constructed (e.g., simple, compound, composite, surrogate) or their function (e.g., candidate, primary, alternate). A logical key is NOT a type of key",An identifier (also called a key) is a set of one or more attributes that uniquely defines an instance of an entity.,133,133,1.3.3.3.2 Identifiers,True
dsp1-q050,Chapter 7,50,multiple-choice,Data Security,Data Strategy Professionals Set 1,Combined Sources,Data Strategy Professionals Question Set #1,50,What is the name of the legislation that protects educational records in the United States?,A. SOX | B. BASEL II | C. EPA | D. GDPR | E. FERPA,E,FERPA,E,FERPA,verified,,"In the US, all information regarding a person’s education is covered by FERPA, the Family Educational Rights and Privacy Act","Educational Records: All information regarding a person’s education. In the US, this is covered by FERPA (Family Educational Rights and Privacy Act).",237,228,1.3.12.2.2 Industry or Contract-based Regulation,True
dsp2-q001,Chapter 11,1,multiple-choice,Data warehouse and business intelligence,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,1,Which of the following Data Storage systems supplies advanced analytics?,A. Operational Data Store | B. Document Database | C. Data Warehouse | D. Transactional Data Store | E. Conceptual Data Store,C,Data Warehouse,C,Data Warehouse,verified,,Data Warehouses co-evolved with Business Intelligence through the 1990s to become a major driver of business decision making through modern advanced analytics,"Business Intelligence as a primary driver of business decision-making), data warehouses have become",383,362,Figure 79 Context Diagram: DW/BI,True
dsp2-q002,Chapter 3,2,multiple-choice,Data Governance,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,2,How is Data Governance defined?,"A. Exercise of authority and control over the management of data assets | B. Set of interdependent functions, each with its own goals, activities, and responsibilities | C. Data governance assists in representing information consistently and protecting sensitive information | D. Evaluation of the current state of critical data management activities in order to plan for improvement | E. Planning, implementation, and control activities for lifecycle management of data and information found in any form or medium",A,Exercise of authority and control over the management of data assets,A,Exercise of authority and control over the management of data assets,verified,,"Data Governance entails planning, monitoring, and enforcement of policies related to the management of data assets",enforcement) over the management of data assets.,67,69,C H A P T E R 3,True
dsp2-q003,Chapter 12,3,multiple-choice,Metadata management,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,3,How does metadata help an organization?,A. Reduce data-oriented research time | B. Support conceptual data modeling | C. Highlight the value of information by sharing it with more stakeholders | D. Ensure the organization complies with accounting standards | E. Indicate how data should be represented through data visualization,A,Reduce data-oriented research time,A,Reduce data-oriented research time,verified,,"Metadata helps an organization represent their information consistently, streamline workflow capabilities, protect sensitive information, promote speed to value in data-related projects, and reduce data-oriented research time","Metadata assists in representing information consistently, streamlining workflow capabilities, and protecting",420,397,METADATA MANAGEMENT • 397,True
dsp2-q004,Chapter 11,4,multiple-choice,Data warehouse and business intelligence,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,4,What is the main objective when implementing a Data Warehouse?,A. Enable effective business analysis and decision-making | B. Determine the monetary value of data assets | C. Align data with the priorities of the organization | D. Improve a product or service | E. Assess market trends in order to develop a better business strategy,A,Enable effective business analysis and decision-making,A,Enable effective business analysis and decision-making,verified,,The implementation of a Data Warehouse enables effective business analysis and decision-making,Enable effective business analysis and decision-making,383,362,Figure 79 Context Diagram: DW/BI,True
dsp2-q005,Chapter 3,5,multiple-choice,Data Governance,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,5,"Which of the following is a directive that codifies principles and management intent into fundamental rules governing the creation, acquisition, integrity, security, quality, and use of data?",A. Data asset valuation | B. Data audit principle | C. Data Management | D. Data Governance | E. Data policy,E,Data policy,E,Data policy,verified,,"Data policies support data standards across the organization. Moreover, they describe expected behaviors related to Data Management, for example, conducting root cause remediation of Data Quality issues. Data policies describe the “what” of Data Governance (i.e., what to do and what not to do). By comparison, standards and procedures describe the “how” of Data Governance. For data policies to be most effective, there should be relatively few of them, and they should be brief and direct","creation, acquisition, integrity, security, quality, and use of data and information.",77,79,1.3.6 Data Policies,True
dsp2-q006,Chapter 11,6,multiple-choice,Data warehouse and business intelligence,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,6,Which of the following represents the type of data analysis aimed at understanding organizational activities and opportunities?,A. Operational Data Store | B. Data Warehouse | C. Operational Data Mart | D. Business Intelligence | E. Dimensional Data Warehouse,D,Business Intelligence,D,Business Intelligence,verified,,Business Intelligence (BI) refers to the type of data analysis aimed at understanding organizational activities and opportunities. The term can also be used to refer to the set of technologies that support this kind of data analysis,"First, it refers to a type of data analysis aimed at",384,364,1.3 Essential Concepts,True
dsp2-q007,Chapter 10,7,multiple-choice,Reference and master data,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,7,What is the definition of Industry Reference Data?,"A. Datasets that are created and maintained by industry associations to provide a common standard for codifying important concepts | B. A set of data that is used to calibrate, validate, or test a computational model | C. A type of data that captures the physical features of a place and has an association with a location relative to Earth | D. A type of data that is owned by an organization and is used for internal purposes only | E. A set of data that provides information about the content, quality, condition, and other characteristics of a dataset",A,Datasets that are created and maintained by industry associations to provide a common standard for codifying important concepts,A,Datasets that are created and maintained by industry associations to provide a common standard for codifying important concepts,verified,,"Industry Reference Data is a broad term to describe datasets that are created and maintained by industry associations or government bodies, rather than by individual organizations, in order to provide a common standard for codifying important concepts","associations or government bodies, rather than by individual organizations, in order to provide a common",356,337,1.3.2.1.4 Ontologies,True
dsp2-q008,Chapter 12,8,multiple-choice,Metadata management,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,8,Which of the following is most crucial for risk management?,A. Data Stewards | B. Enterprise Data Model | C. Metadata | D. Normalization | E. Data Warehouse,C,Metadata,C,Metadata,verified,,Metadata Management is a risk management necessity. Metadata helps the organization identify sensitive information so that it can be effectively protected throughout the data lifecycle. Metadata supports Data Security and can help an organization meet compliance requirements,"However, Metadata management is not only a knowledge management challenge; it is also a risk management",418,397,METADATA MANAGEMENT • 397,True
dsp2-q009,Chapter 11,9,multiple-choice,Data warehouse and business intelligence,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,9,"In addition to ongoing updates, what is the other main Data Integration process that takes place in a Data Warehouse?",A. Data quality issue remediation | B. Business Intelligence activity | C. Metadata update | D. Reporting strategy | E. Historical load,E,Historical load,E,Historical load,verified,,"Data Warehousing involves two main data integration processes: historical loads and ongoing updates. Historical data is usually loaded only once (or a few times while working out data issues), while ongoing updates take place over the life of the data storage system",Data warehousing involves two main types of data integration processes: historical loads and ongoing updates.,392,371,1.3.7.3 Data Storage Areas,True
dsp2-q010,Chapter 7,10,multiple-choice,Data Security,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,10,Which of the following data masking methods replaces the original data with a substitute value that is a random value or standard pattern similar to the original data?,A. Shuffling | B. Randomization | C. Temporal variance | D. Encryption | E. Substitution,E,Substitution,E,Substitution,verified,,"Substitution replaces characters or whole values with those in a lookup or as a standard pattern. For example, first names can be replaced with random values from a list","Substitution: Replace characters or whole values with those in a lookup or as a standard pattern. For example, first names can be replaced with random values from a list.",228,220,1.3.9.3 Masking Methods,True
dsp2-q011,Chapter 12,11,multiple-choice,Metadata management,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,11,Which of the following are categories of metadata?,"A. Public, internal-only, confidential, and restricted | B. Business, technical, and operational | C. Conceptual data, logical data, physical data | D. Content-based, Context-based, User-based | E. Content based, logical data, physical data",B,"Business, technical, and operational",B,"Business, technical, and operational",verified,,"Metadata is often categorized into three types: business, technical, and operational. These categories enable data practitioners to understand the range of information that falls under the overall umbrella of Metadata, as well as the functions through which Metadata is produced","Metadata is often categorized into three types: business, technical, and operational.",422,399,1.3 Essential Concepts,True
dsp2-q012,Chapter 5,12,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,12,What is the definition of an entity?,A. A thing about which an organization collects information | B. A thing that exists separate from other things | C. A thing about which an organization processes information | D. All of the above | E. None of the above,A,A thing about which an organization collects information,A,A thing about which an organization collects information,verified,,"In the context of Data Modeling, an entity is a thing about which an organization collects information. Entities are sometimes referred to as the nouns of an organization. An entity can be thought of as the answer to a fundamental question – who, what, when, where, why, or how – or to a combination of these questions","modeling, an entity is a thing about which an organization collects information. Entities are sometimes referred",127,127,1.3.3 Data Model Components,True
dsp2-q013,Chapter 8,13,multiple-choice,Data Integration and Interoperability,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,13,Which of the following processes refers to the selection of required data from its source?,A. Extract | B. Transform | C. Targeting | D. Load | E. Map,A,Extract,A,Extract,verified,,"The extract process involves selecting the required data and extracting it from its source. Then, extracted data is staged in a physical data store, on disk, or in memory",The extract process includes selecting the required data and extracting it from its source. Extracted data is then,273,261,1.3.1.1 Extract,True
dsp2-q014,Chapter 5,14,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,14,"Depending on the database technology or data modeling tool and whether the entities involved have mutual dependencies, when a relationship is defined between two entities, which of the following may be created implicitly?",A. An attribute | B. An identifier | C. A foreign key | D. A data model | E. A simple key,C,A foreign key,C,A foreign key,verified,,A foreign key is used in physical (and sometimes logical) data modeling to represent the relationship of records in one table to records in another table,"depending on the database technology or data modeling tool, and whether the two entities involved have mutual",132,132,1.3.3.2.5 Foreign Key,True
dsp2-q016,Chapter 5,16,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,16,A combined set of attributes that uniquely identify an entity instance is a…,A. Super key | B. Candidate key | C. Primary key | D. Business key | E. Alternate key,A,Super key,A,Super key,verified,,A super key is created when a set of attributes is used to uniquely identify an entity instance,A super key is any set of attributes that uniquely identify an entity instance. A candidate key is a minimal set of,134,133,1.3.3.3.2 Identifiers,True
dsp2-q017,Chapter 14,17,multiple-choice,Big data and data science,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,17,Which of the following statements accurately characterizes the difference between data processing in a traditional Data Warehouse and a Big Data environment?,"A. In a traditional Data Warehouse, data is extracted, loaded, and then transformed; while in a Big Data environment, data is extracted, transformed, and then loaded | B. In a traditional Data Warehouse, data is extracted, transformed, and then loaded; while in a Big Data environment, data is extracted, loaded, and then transformed | C. In a traditional Data Warehouse, data is extracted, loaded, and then integrated; while in a Big Data environment, data is extracted, integrated, and then loaded | D. In a traditional Data Warehouse, data is extracted, integrated, and then loaded; while in a Big Data environment, data is extracted, loaded, and then integrated | E. There is no difference",B,"In a traditional Data Warehouse, data is extracted, transformed, and then loaded; while in a Big Data environment, data is extracted, loaded, and then transformed",B,"In a traditional Data Warehouse, data is extracted, transformed, and then loaded; while in a Big Data environment, data is extracted, loaded, and then transformed",verified,,"The biggest difference between Data Warehousing & Business Intelligence and Big Data processing is that in a traditional Data Warehouse, data is integrated as it is brought into the warehouse (extract, transform, load); while in a Big Data environment, data is ingested and loaded before it is integrated (extract, load, transform)","warehouse, data is integrated as it is brought into the warehouse (extract, TRANSFORM, load); while in a Big",503,476,1.3.3 Big Data,True
dsp2-q018,Chapter 5,18,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,18,Which of the following provides a means of standardizing the possible values of a data element?,A. A data modeling scheme | B. A database | C. A dimensional modeling | D. A domain | E. A dimension table,D,A domain,D,A domain,verified,,"In Data Modeling, a domain refers to the complete set of possible values that a data attribute can be assigned","In data modeling, a domain is the complete set of possible values that an attribute can be assigned. A domain",135,134,1.3.3.4 Domain,True
dsp2-q021,Chapter 13,21,multiple-choice,Data quality,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,21,Which of the following is a Data Quality principle?,A. Prevention | B. Governance | C. Criticality | D. All of the above | E. None of the above,D,All of the above,D,All of the above,verified,,"Data Quality programs should be guided by the following principles: criticality, lifecycle management, prevention, root cause remediation, governance, standards-driven, objective measurement and transparency, embedded in business processes, systematically enforced, and connected to service levels",Data Quality programs should be guided by the following principles:,452,428,Standards-driven: All stakeholders in the data lifecycle have Data Quality requirements. To the,True
dsp2-q022,Chapter 8,22,multiple-choice,Data Integration and Interoperability,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,22,Applications often compete for access to the same dataset. How can this issue be remedied?,A. Conducting data archiving | B. Setting up data replication | C. Creating a stronger network connection | D. Improving Data Security through the Installation of new antivirus software | E. Installing a modern firewall,B,Setting up data replication,B,Setting up data replication,verified,,"Replication solutions usually monitor the log of changes to the dataset, not the data set itself. They minimize the impact of competing requests on operational applications","data set, not the data set itself. They minimize the impact on any operational applications because they do not",279,266,1.3.3 Replication,True
dsp2-q023,Chapter 5,23,multiple-choice,Data Modelling and Design,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,23,The data modeling technique suited for information that changes over time in both structure and content is…,A. Data modeling | B. Dimensional modeling | C. Scenario modeling | D. Metadata modeling | E. Anchor modeling,E,Anchor modeling,E,Anchor modeling,verified,,"Anchor Modeling provides graphical notation used for conceptual modeling. It is similar to traditional data modeling with extensions for working with temporal data. Therefore, it’s well suited to data that may change in structure and content over time",Anchor Modeling is a technique suited for information that changes over time in both structure and content. It,142,141,1.3.4.5 Time-Based,True
dsp2-q024,Chapter 8,24,multiple-choice,Data Integration and Interoperability,Data Strategy Professionals Set 2,Combined Sources,Data Strategy Professionals Question Set #2,24,Which of the following is a downside of the hub-and-spoke model of Data Integration?,A. It creates performance bottlenecks | B. It lacks the capability to allow data to be accessed simultaneously | C. It lacks the capability to allow data to be archived | D. It puts limits on the file types that can be stored in the system | E. It requires a higher level of Data Governance and oversight,A,It creates performance bottlenecks,A,It creates performance bottlenecks,verified,,Hub-and-spoke may not always be the best solution due to inherent latency,Hub-and-spoke may not always be the best solution.,281,268,1.3.6.3 Publish - Subscribe,True
